BD,DJ,JO,DZ,KM,BR,BY,TN,TZ,LK,LV,PG,PE,NP,PK,LY,GT,VE,AF,IQ,EG,MR,AL,VN,AO,IN,GN,AZ,ID,SA,GH,MD,MG,MA,KE,MM,KH,MK,KR,SO,SL,KW,UG,UA,MZ
0.9783785042198601,0.8512803503530363,0.9545589352140691,0.974788454041089,0.7174077312243056,0.9927913148221185,0.997700424198177,0.982026348320905,nan,0.72505136065811,0.8716694108291662,0.7071067811865476,0.9637446074684087,0.9732622303806228,0.9753892172841727,0.9831125513002894,0.975791693327962,0.9842482778087439,0.993205488097339,0.9491368549853946,0.9595854546370018,0.9911036948433246,0.994509213512921,0.9873209028903517,0.9990472083252834,0.9307754748221194,0.8144569899533155,0.9974783077501223,0.9018915883417917,0.9193510054282399,0.9023478581636364,0.979912883001037,0.5777614361911052,0.9761062106664246,0.8417729415060443,0.9032303288857724,0.8578083414087769,0.9656332377466252,0.9703272427771529,0.0,0.9982235680179025,0.9467766940379403,0.9920933830696397,0.9723970652440156,0.9913720403530588
