1841,Abruzzo,IT
1842,Basilicata,IT
1843,Calabria,IT
1844,Campania,IT
1845,Emilia-Romagna,IT
1846,Friuli-Venezia Giulia,IT
1847,Lazio,IT
1848,Liguria,IT
1849,Lombardy,IT
1850,Marche,IT
1851,Molise,IT
1852,Piedmont,IT
1853,Puglia,IT
1854,Sardinia,IT
1855,Sicilia,IT
1856,Tuscany,IT
1857,Trentino-Alto Adige/Sudtirol,IT
1858,Umbria,IT
1859,Aosta Valley,IT
1860,Veneto,IT
