825,Baden-Wurttemberg,DE
826,Bayern,DE
829,Hessen,DE
830,Niedersachsen,DE
831,Nordrhein-Westfalen,DE
832,Rheinland-Pfalz,DE
833,Saarland,DE
834,Schleswig-Holstein,DE
835,Brandenburg,DE
836,Mecklenburg-Vorpommern,DE
837,Sachsen,DE
838,Saxony-Anhalt,DE
839,Thuringen,DE
